"MobID","Level","MaxHP","EXP"
"9400637","35","14000000","5000"
"9400741","140","120000","5000"
"9400635","35","14000000","5000"
"9500316","90","120000","5200"
"9300290","90","220000","5200"
"9300288","90","220000","5200"
"9300289","90","220000","5200"
"9300287","90","220000","5200"
"9300208","90","120000","5200"
"8220001","90","120000","5200"
"9500357","90","120000","5200"
"9400608","60","50000000","5200"
"9400569","60","50000000","5200"
"9400633","32","180000","5250"
"9400122","95","85000","5500"
"9400120","95","85000","5500"
"8220007","90","135000","5500"
"8220012","90","450000","5500"
"9400514","95","1500000","5600"
"5090000","56","30000","5600"
"8200009","121","115000","5750"
"9400742","140","140000","6000"
"9400582","120","120000","6100"
"8200010","124","123000","6150"
"8220015","95","240000","6340"
"8200011","128","133000","6670"
"9400642","50","210000","6950"
"8200012","131","141000","7060"
"9500349","60","420000","7200"
"9300198","60","420000","7200"
"9300119","60","420000","7200"
"8190002","110","80000","8050"
"9300105","63","480000","8800"
"9600065","50","20000000","10000"
"9600066","10","24000000","10000"
"9400630","60","1000000","10000"
"9300209","90","200000","10000"
"9400205","90","200000","10000"
"9400594","100","7000000","10000"
"9400631","60","1000000","10000"
"6090001","64","7700","10320"
"8820007","150","303000","11000"
"9400599","100","100000","11000"
"9400643","70","810000","11200"
"9300139","81","660000","12000"
"9300106","68","540000","12000"
"9500354","81","660000","12000"
"9300151","81","660000","12000"
"9300205","81","660000","12000"
"9300089","120","1350000","13500"
"9300090","120","1350000","13500"
"9500359","105","3700000","13500"
"9500360","105","3700000","13500"
"9300212","105","3700000","13500"
"9300211","105","3700000","13500"
"8180000","105","3700000","13500"
"8180001","105","3700000","13500"
"9500351","65","672000","17000"
"9300039","65","672000","17000"
"9300195","65","672000","17000"
"6090002","68","86890","17000"
"9500173","80","205100","17200"
"9500174","80","205100","17200"
"9300201","85","113500","17980"
"9300182","85","113500","17980"
"9500180","90","353500","18200"
"9400203","40","800","20000"
"8220004","121","5900000","20850"
"9500181","90","211400","24647"
"9400747","170","4500000","25000"
"9300140","84","850000","25000"
"6090000","74","11000","25000"
"9300152","84","850000","25000"
"8220005","131","7600000","26850"
"9400654","70","150000000","30000"
"9400632","70","2000000","30000"
"9300213","120","13400000","30000"
"9400746","170","2000000","30000"
"8220006","141","9300000","32865"
"9500361","120","13400000","47355"
"8220003","120","13400000","47355"
"9300214","125","23000000","50000"
"9400589","180","17000000","60000"
"9400748","180","17000000","60000"
"9300215","150","27523000","100000"
"9400745","160","5000000","100000"
"5090001","128","15375000","114200"
"9300028","115","1700000","150000"
"9420513","100","2000000","210000"
"9400597","120","5000000","250000"
"9400596","120","5000000","250000"
"9400744","168","10000000","250000"
"9420542","80","60000000","268800"
"9420547","80","60000000","268800"
"9400549","101","3500000","300000"
"9400710","60","324000","350000"
"9420543","100","90000000","403200"
"9420548","100","90000000","403200"
"8500001","125","23000000","596000"
"9500362","125","23000000","596000"
"8800005","140","22000000","896000"
"8800006","140","22000000","896000"
"8520000","110","24000000","900000"
"8500002","125","1590000","970000"
"8800010","140","25300000","1030400"
"8800009","140","25300000","1030400"
"8800007","140","27500000","1120000"
"8800008","140","30000000","1120000"
"8510000","110","30000000","1300000"
"9500363","110","30000000","1300000"
"8800003","140","33000000","1344000"
"9420549","140","150000000","1344000"
"8800004","140","33000000","1344000"
"9420544","140","150000000","1344000"
"9400014","115","35000000","1780000"
"9400575","110","32000000","2660000"
"8820016","180","300000000","3000000"
"8820015","180","300000000","3000000"
"8820003","180","300000000","3000000"
"8820004","180","300000000","3000000"
"8810009","160","80000000","3370400"
"8820006","180","450000000","3500000"
"8820005","180","450000000","3500000"
"8820017","180","450000000","3500000"
"8820018","180","450000000","3500000"
"9400121","130","75000000","3900000"
"9400590","130","200000000","4300000"
"9400592","130","231000000","4450000"
"9400593","130","233000000","4510000"
"9400591","130","255000000","4550000"
"8810008","160","130000000","5476900"
"9300158","120","100000000","6700000"
"9300159","120","100000000","6700000"
"8800002","140","110000000","7000000"
"8810005","160","230000000","9689900"
"8810006","160","230000000","9689900"
"8810000","160","330000000","9732030"
"8810001","160","330000000","9732030"
"9400113","155","500000000","10500000"
"8810007","160","270000000","11375100"
"9400112","152","400000000","13800000"
"8810002","160","330000000","13902900"
"8810004","160","330000000","13902900"
"9400300","175","150000000","17500000"
"8820002","180","600000000","20000000"
"8810003","160","490000000","20673700"
"8820001","180","2100000000","50000000"
